Item_Holding_Location,OCLC_Number,Item_Barcode,Item_Status_Current_Status
MITM,33046205,I0027021988,AVAILABLE
MITM,33046205,I0027021996,AVAILABLE
MITM,33131781,I0027187475,AVAILABLE
MITM,33404410,I0027187483,AVAILABLE
MITM,33406375,I0027128277,AVAILABLE
MITM,33665818,I0027132739,AVAILABLE
MITM,33863289,I0027190321,AVAILABLE
MITM,33863343,I0027156115,AVAILABLE
MITM,34094693,I0027173311,AVAILABLE
MITM,34131020,I0027247893,AVAILABLE
MITM,34150660,I0027260516,AVAILABLE
MITM,34150660,I0027260524,AVAILABLE
MITM,34411774,I0027023168,AVAILABLE
MITM,34476569,I0027018799,AVAILABLE
MITM,34505807,I0027163390,AVAILABLE
MITM,34604317,I0027132153,AVAILABLE
MITM,34715284,I0027084334,AVAILABLE
MITM,34839706,I0027128285,AVAILABLE
MITM,34886491,I0027125457,AVAILABLE
MITS,34970146,I0029106873,AVAILABLE
MITM,34995864,I0027173248,AVAILABLE
MITM,35136374,I0027130834,AVAILABLE
MITM,35136374,I0027134650,AVAILABLE
MITM,35198419,I0027173280,AVAILABLE
MITM,35223032,I0027092311,AVAILABLE
MITM,35252050,I0027019575,AVAILABLE
MITM,35280685,I0027019541,AVAILABLE
MITM,35280685,I0027019795,AVAILABLE
MITM,35325371,I0027025110,AVAILABLE
MITM,35714170,I0027194367,AVAILABLE
MITM,35714170,I0027196872,AVAILABLE
MITM,35777319,I0027019559,AVAILABLE
MITM,35900423,I0027190347,AVAILABLE
MITM,35911811,I0027165910,AVAILABLE
MITM,35911811,I0027167360,AVAILABLE
MITM,36406425,I0027202982,AVAILABLE
MITM,36477043,I0027061077,AVAILABLE
MITM,36590077,I0027217571,AVAILABLE
MITM,36590077,I0027217589,AVAILABLE
MITM,36590077,I0027217597,AVAILABLE
MITM,36590077,I0027217602,AVAILABLE
MITS,36755821,I0029005459,AVAILABLE
MITM,36986861,I0027128170,AVAILABLE
MITM,37024144,I0027202819,AVAILABLE
MITM,37024144,I0027202958,AVAILABLE
MITM,37055317,I0027129477,AVAILABLE
MITM,37077419,I0027124401,AVAILABLE
MITM,37078386,I0027217848,AVAILABLE
MITM,37084130,I0027111393,AVAILABLE
MITM,37084130,I0027130232,AVAILABLE
MITM,37089689,I0027106916,AVAILABLE
MITM,37149058,I0027092303,AVAILABLE
MITM,37293393,I0027125627,AVAILABLE
MITM,37315274,I0027223815,AVAILABLE
MITM,37315274,I0027223823,AVAILABLE
MITM,37315323,I0027130931,AVAILABLE
MITM,37429145,I0027133094,AVAILABLE
MITM,37465544,I0027090961,AVAILABLE
MITM,37623397,I0027110305,AVAILABLE
MITM,37623397,I0027110313,AVAILABLE
MITM,37651743,I0027083906,AVAILABLE
MITM,37653597,I0027024457,AVAILABLE
MITM,37653597,I0027024669,AVAILABLE
MITM,37767691,I0027190787,AVAILABLE
MITM,37814968,I0027135062,AVAILABLE
MITM,37919215,I0027039305,AVAILABLE
MITM,37969673,I0027111717,AVAILABLE
MITM,38049539,I0027024740,AVAILABLE
MITM,38249668,I0027209675,AVAILABLE
MITM,38249668,I0027209683,AVAILABLE
MITM,38249668,I0027209706,AVAILABLE
MITM,38270620,I0027107938,AVAILABLE
MITM,38340671,I0027187491,AVAILABLE
MITM,38399343,I0027231884,AVAILABLE
MITM,38399343,I0027231907,AVAILABLE
MITM,38410078,I0027080966,AVAILABLE
MITM,38410078,I0027081182,AVAILABLE
MITS,38410750,I0027123950,AVAILABLE
MITM,38410750,I0027187174,AVAILABLE
MITM,38410750,I0027208459,AVAILABLE
MITM,38410750,I0027208467,AVAILABLE
MITM,38410750,I0027208475,AVAILABLE
MITM,38411404,I0027018846,AVAILABLE
MITM,38413149,I0027091080,AVAILABLE
MITM,38415593,I0027083231,AVAILABLE
MITM,38475431,I0027092337,AVAILABLE
MITM,38484633,I0027024211,AVAILABLE
MITM,38484633,I0027024237,AVAILABLE
MITM,38752984,I0027209366,AVAILABLE
MITM,38752984,I0027209374,AVAILABLE
MITM,38752984,I0027209382,AVAILABLE
MITM,38752984,I0027209390,AVAILABLE
MITM,38763135,I0027030628,AVAILABLE
MITM,38835561,I0027031975,AVAILABLE
MITM,38836610,I0027091129,AVAILABLE
MITM,39060727,I0027165130,AVAILABLE
MITM,39145816,I0027043841,AVAILABLE
MITM,39189933,I0027077492,AVAILABLE
MITM,39189933,I0027077507,AVAILABLE
MITM,39318575,I0027202021,AVAILABLE
MITM,39318575,I0027202047,AVAILABLE
MITM,39354256,I0027083485,AVAILABLE
MITM,39466364,I0027110339,AVAILABLE
MITM,39466364,I0027110347,AVAILABLE
MITM,39485243,I0027260639,AVAILABLE
MITM,39485243,I0027260647,AVAILABLE
MITM,39504840,I0027192967,AVAILABLE
MITM,39516151,I0027095822,AVAILABLE
MITM,39516151,I0027126144,AVAILABLE
MITM,39624910,I0027132860,AVAILABLE
MITM,39627568,I0027126291,AVAILABLE
MITM,39858669,I0027030563,AVAILABLE
MITM,39922180,I0027090733,AVAILABLE
MITM,39922180,I0027090741,AVAILABLE
MITM,39924772,I0027128162,AVAILABLE
MITM,39982212,I0027030165,AVAILABLE
MITM,40120405,I0027129891,AVAILABLE
MITM,40135377,I0027099193,AVAILABLE
MITM,40173877,I0027061394,AVAILABLE
MITM,40173877,I0027061475,AVAILABLE
MITM,40193272,I0027285841,AVAILABLE
MITM,40193272,I0027285859,LOST
MITM,40193272,I0027285867,AVAILABLE
MITM,40193272,I0027285875,AVAILABLE
MITS,40268032,I0029037707,AVAILABLE
MITS,40268032,I0029037715,AVAILABLE
MITS,40268032,I0029037723,AVAILABLE
MITS,40268032,I0029037731,AVAILABLE
MITS,40268032,I0029037749,AVAILABLE
MITM,40347405,I0027249269,AVAILABLE
MITM,40467675,I0027072191,AVAILABLE
MITM,40467675,I0027119121,AVAILABLE
MITM,40499964,I0027232377,AVAILABLE
MITM,40499964,I0027232393,AVAILABLE
MITM,40621202,I0027081116,AVAILABLE
MITM,40621202,I0027111848,AVAILABLE
MITM,40632162,I0027030466,AVAILABLE
MITM,40632593,I0027217709,AVAILABLE
MITM,40659153,I0027090937,ON_LOAN
MITM,40697461,I0027300497,AVAILABLE
MITM,40719300,I0027030589,AVAILABLE
MITM,40737437,I0027041043,AVAILABLE
MITM,40762618,I0027130973,AVAILABLE
MITM,40762769,I0027030076,AVAILABLE
MITM,40900060,I0027119480,AVAILABLE
MITM,40954185,I0027149061,AVAILABLE
MITM,41018828,I0027030686,AVAILABLE
MITM,41040081,I0027128023,AVAILABLE
MITM,41049596,I0027019101,AVAILABLE
MITM,41090815,I0027025550,AVAILABLE
MITM,41137597,I0027117496,AVAILABLE
MITM,41253033,I0027025322,AVAILABLE
MITM,41309531,I0027043883,AVAILABLE
MITM,41400969,I0027023702,AVAILABLE
MITM,41400969,I0027024708,AVAILABLE
MITM,41452585,I0027195915,AVAILABLE
MITM,41452585,I0027195923,AVAILABLE
MITS,41452585,I0029062320,AVAILABLE
MITM,41488870,I0027146403,AVAILABLE
MITM,41641394,I0027140287,AVAILABLE
MITM,41641394,I0027167378,AVAILABLE
MITM,41641394,I0027167417,AVAILABLE
MITM,41641394,I0027167425,AVAILABLE
MITM,41641394,I0027167433,AVAILABLE
MITM,41641394,I0027167441,AVAILABLE
MITM,41649763,I0027124451,AVAILABLE
MITM,41829722,I0027039428,AVAILABLE
MITM,42002817,I0027031006,AVAILABLE
MITS,42002817,I0029002134,AVAILABLE
MITM,42239898,I0027114422,AVAILABLE
MITM,42310198,I0027135892,AVAILABLE
MITM,42372540,I0027024685,AVAILABLE
MITM,42406425,I0027098618,AVAILABLE
MITM,42406425,I0027098626,AVAILABLE
MITM,42444580,I0027187695,AVAILABLE
MITM,42597676,I0027125766,AVAILABLE
MITM,42602078,I0027025005,AVAILABLE
MITM,42602078,I0027035212,AVAILABLE
MITM,42692826,I0027173264,AVAILABLE
MITM,42708148,I0027030597,AVAILABLE
MITS,42767464,I0027124150,AVAILABLE
MITM,42890500,I0027084148,AVAILABLE
MITM,42955174,I0027086019,AVAILABLE
MITM,42955174,I0027219565,AVAILABLE
MITM,42955174,I0027219573,AVAILABLE
MITS,42955174,I0029074458,AVAILABLE
MITS,42955174,I0029074466,AVAILABLE
MITM,43036877,I0027181097,AVAILABLE
MITM,43036877,I0027181102,AVAILABLE
MITM,43076906,I0027236525,AVAILABLE
MITM,43076906,I0027236533,AVAILABLE
MITM,43076906,I0027236541,AVAILABLE
MITM,43076906,I0027236559,AVAILABLE
MITM,43076906,I0027236567,AVAILABLE
MITM,43096700,I0027110575,AVAILABLE
MITM,43096700,I0027110583,AVAILABLE
MITM,43116529,I0027023029,AVAILABLE
MITM,43116529,I0027023477,AVAILABLE
MITM,43116529,I0027204594,AVAILABLE
MITS,43116529,I0029007948,AVAILABLE
MITM,43138313,I0027041019,AVAILABLE
MITM,43296520,I0027093278,AVAILABLE
MITM,43296520,I0027093294,AVAILABLE
MITM,43323667,I0027147653,AVAILABLE
MITM,43323667,I0027147661,AVAILABLE
MITM,43333655,I0027030709,AVAILABLE
MITM,43354597,I0027273852,AVAILABLE
MITM,43378386,I0027290341,AVAILABLE
MITM,43378386,I0027290359,AVAILABLE
MITM,43458117,I0027021514,AVAILABLE
MITS,43461294,I0029033981,AVAILABLE
MITM,43474630,I0027189126,AVAILABLE
MITM,43474630,I0027189142,AVAILABLE
MITM,43542318,I0027021572,AVAILABLE
MITM,43542318,I0027024164,AVAILABLE
MITM,43552388,I0027074193,AVAILABLE
MITM,43567422,I0027118206,AVAILABLE
MITM,43590237,I0027099143,AVAILABLE
MITM,43600572,I0027037206,AVAILABLE
MITM,43631918,I0027122865,AVAILABLE
MITM,43657112,I0027169655,AVAILABLE
MITM,43701690,I0027111157,AVAILABLE
MITM,43706926,I0027074389,AVAILABLE
MITM,43708487,I0027298519,AVAILABLE
MITS,43717793,I0029018664,AVAILABLE
MITM,43729792,I0027117535,AVAILABLE
MITS,43790200,I0029021227,AVAILABLE
MITM,43798416,I0027126314,AVAILABLE
MITM,43851535,I0027029229,AVAILABLE
MITM,43851535,I0027035767,AVAILABLE
MITM,43864394,I0027154163,AVAILABLE
MITM,43903751,I0027149100,AVAILABLE
MITM,43903751,I0027149126,AVAILABLE
MITM,43915986,I0027173256,AVAILABLE
MITM,44045622,I0027025186,AVAILABLE
MITM,44045622,I0027025283,AVAILABLE
MITS,44045622,I0029003067,AVAILABLE
MITS,44045622,I0029003075,AVAILABLE
MITS,44045671,I0029048643,AVAILABLE
MITM,44046973,I0027214280,AVAILABLE
MITM,44046973,I0027214298,AVAILABLE
MITM,44076147,I0027117129,AVAILABLE
MITM,44076147,I0027117145,AVAILABLE
MITM,44089433,I0027129231,AVAILABLE
MITM,44090778,I0027128112,AVAILABLE
MITM,44101136,I0027099088,AVAILABLE
MITM,44101629,I0027037191,AVAILABLE
MITM,44161237,I0027271101,AVAILABLE
MITM,44161237,I0027271119,AVAILABLE
MITM,44167178,I0027036022,AVAILABLE
MITM,44167178,I0027127831,AVAILABLE
MITM,44267951,I0027031527,AVAILABLE
MITM,44270210,I0027129304,AVAILABLE
MITS,44270210,I0029080174,AVAILABLE
MITM,44468978,I0027064198,AVAILABLE
MITM,44468978,I0027064203,AVAILABLE
MITM,44474725,I0027020673,AVAILABLE
MITM,44493440,I0027273399,AVAILABLE
MITM,44517073,I0027190397,AVAILABLE
MITM,44550618,I0027079711,AVAILABLE
MITM,44550618,I0027082502,AVAILABLE
MITM,44592702,I0027116814,AVAILABLE
MITM,44592702,I0027116822,AVAILABLE
MITM,44614312,I0027300463,AVAILABLE
MITM,44633045,I0027138581,AVAILABLE
MITS,44650984,I0029016882,AVAILABLE
MITS,44650984,I0029017082,AVAILABLE
MITS,44650984,I0029029770,AVAILABLE
MITM,44683012,CA201801,AVAILABLE
MITM,44683012,CA201802,AVAILABLE
MITM,44683012,CA201803,AVAILABLE
MITM,44683012,CA201804,AVAILABLE
MITM,44683012,CA201805,AVAILABLE
MITM,44683012,CA201806,AVAILABLE
MITM,44683012,CA201807,AVAILABLE
MITM,44683012,CA201808,AVAILABLE
MITM,44683012,CA201809,AVAILABLE
MITM,44683012,CA201810,AVAILABLE
MITM,44683012,CA201811,AVAILABLE
MITM,44683012,CA201812,AVAILABLE
MITM,44683012,CA201901,AVAILABLE
MITM,44683012,CA201902,AVAILABLE
MITM,44683012,CA201903,AVAILABLE
MITM,44683012,CA201904,AVAILABLE
MITM,44683012,CA201905,AVAILABLE
MITM,44683012,CA201906,AVAILABLE
MITM,44683012,CA201907,AVAILABLE
MITM,44683012,CA201908,AVAILABLE
MITM,44683012,CA201909,AVAILABLE
MITM,44683012,CA201910,AVAILABLE
MITM,44683012,CA201911,AVAILABLE
MITM,44683012,CA201912,AVAILABLE
MITM,44683012,CA2019SPRING,AVAILABLE
MITM,44683012,CA202001,AVAILABLE
MITM,44683012,CA202002,AVAILABLE
MITM,44683012,CA202003,AVAILABLE
MITM,44683012,CA202004,AVAILABLE
MITM,44683612,I0027111288,AVAILABLE
MITM,44694261,I0027076161,AVAILABLE
MITM,44713155,I0027090432,AVAILABLE
MITM,44811993,I0027090212,AVAILABLE
MITM,44811993,I0027095547,AVAILABLE
MITM,44835980,I0027030482,AVAILABLE
MITM,44838543,I0027066988,AVAILABLE
MITM,44838543,I0027147920,AVAILABLE
MITM,44838606,I0027298690,AVAILABLE
MITM,44840440,I0027129485,AVAILABLE
MITM,44852079,I0027128803,AVAILABLE
MITM,44885335,I0027204780,AVAILABLE
MITM,44896411,I0027127467,AVAILABLE
MITM,45129084,I0027208205,AVAILABLE
MITM,45129084,I0027208213,AVAILABLE
MITM,45129282,I0027222314,AVAILABLE
MITM,45129282,I0027222330,AVAILABLE
MITS,45129282,I0029060962,AVAILABLE
MITM,45137372,I0027102946,AVAILABLE
MITM,45137372,I0027102954,AVAILABLE
MITM,45137372,I0027102962,AVAILABLE
MITM,45137372,I0027102996,AVAILABLE
MITM,45138715,I0027118947,AVAILABLE
MITM,45172039,I0027126550,AVAILABLE
MITM,45172827,I0027073943,AVAILABLE
MITM,45223054,I0027110486,AVAILABLE
MITM,45223054,I0027110509,AVAILABLE
MITM,45243269,I0027117713,AVAILABLE
MITM,45243269,I0027117747,AVAILABLE
MITM,45284637,I0027192535,AVAILABLE
MITM,45290996,I0027096030,AVAILABLE
MITM,45290996,I0027096056,AVAILABLE
MITM,45305231,I0027192917,AVAILABLE
MITM,45313373,I0027109320,AVAILABLE
MITS,45314017,I0029000360,AVAILABLE
MITS,45314017,I0029000378,AVAILABLE
MITM,45315626,I0027084180,AVAILABLE
MITM,45418961,I0027095929,AVAILABLE
MITM,45418961,I0027095945,AVAILABLE
MITS,45418961,I0029077896,AVAILABLE
MITS,45418961,I0029077901,AVAILABLE
MITM,45437764,I0027111131,AVAILABLE
MITM,45455787,I0027188332,AVAILABLE
MITM,45475285,I0027117632,AVAILABLE
MITM,45556231,I0027033317,AVAILABLE
MITM,45618367,I0027075301,AVAILABLE
MITM,45618367,I0027110135,AVAILABLE
MITM,45705871,I0027021679,AVAILABLE
MITM,45724608,I0027204706,AVAILABLE
MITM,45750301,I0027127001,AVAILABLE
MITM,45754641,I0027249112,AVAILABLE
MITM,45784289,I0027035987,AVAILABLE
MITM,45784289,I0027118565,AVAILABLE
MITM,45799695,I0027076292,AVAILABLE
MITM,45823120,I0027216999,AVAILABLE
MITM,45823120,I0027217000,AVAILABLE
MITM,45823120,I0027217018,AVAILABLE
MITM,45823120,I0027217026,AVAILABLE
MITM,45823120,I0027217034,AVAILABLE
MITM,45823120,I0027217042,AVAILABLE
MITM,45823120,I0027217050,AVAILABLE
MITM,45823120,I0027217068,AVAILABLE
MITM,45823120,I0027217076,AVAILABLE
MITM,45823120,I0027217084,AVAILABLE
MITS,45841604,I0029001007,AVAILABLE
MITS,45841604,I0029079589,AVAILABLE
MITM,45880086,I0027073618,AVAILABLE
MITM,45880086,I0027075084,AVAILABLE
MITM,45963152,I0027035369,AVAILABLE
MITM,46366473,I0027118434,AVAILABLE
MITM,46366473,I0027118442,AVAILABLE
MITM,46508303,I0027042895,AVAILABLE
MITM,46508303,I0027042900,AVAILABLE
MITM,46564854,I0027209879,AVAILABLE
MITM,46564854,I0027209900,AVAILABLE
MITM,46634471,I0027076446,AVAILABLE
MITM,46634471,I0027116791,AVAILABLE
MITM,46634471,I0027116806,AVAILABLE
MITM,46650101,I0027099169,AVAILABLE
MITM,46651282,I0027203035,AVAILABLE
MITM,46651282,I0027203043,AVAILABLE
MITS,46762860,I0029029267,AVAILABLE
MITS,46809645,I0029018567,AVAILABLE
MITM,46810733,I0027083922,AVAILABLE
MITM,46812599,I0027149079,AVAILABLE
MITM,46872170,I0027118654,AVAILABLE
MITM,46872355,I0027042780,AVAILABLE
MITM,46872355,I0027042829,AVAILABLE
MITS,46872355,I0029009461,AVAILABLE
MITS,46872355,I0029009500,AVAILABLE
MITM,46881097,I0027033113,AVAILABLE
MITM,46882041,I0027132462,AVAILABLE
MITM,46882648,I0027084423,AVAILABLE
MITM,46882648,I0027117577,AVAILABLE
MITM,46918235,I0027095767,AVAILABLE
MITM,46918235,I0027095783,AVAILABLE
MITM,46928765,I0027126306,AVAILABLE
MITM,46937713,I0027118395,AVAILABLE
MITM,46976635,I0027063396,AVAILABLE
MITM,46976635,I0027066750,AVAILABLE
MITM,47002249,I0027203108,AVAILABLE
MITM,47037882,I0027279816,AVAILABLE
MITS,47037882,I0027279824,WITHDRAWN
MITM,47037882,I0027279832,AVAILABLE
MITM,47118111,I0027025500,AVAILABLE
MITM,47182240,I0027076103,AVAILABLE
MITM,47200805,I0027024813,AVAILABLE
MITM,47200841,I0027087196,AVAILABLE
MITM,47200841,I0027087201,AVAILABLE
MITM,47255293,I0027025306,AVAILABLE
MITS,47255369,I0029014050,AVAILABLE
MITS,47255369,I0029014123,AVAILABLE
MITM,47259331,I0027060908,AVAILABLE
MITM,47289476,I0027089669,AVAILABLE
MITS,47358741,I0029000027,AVAILABLE
MITS,47358741,I0029002142,AVAILABLE
MITS,47358741,I0029003392,AVAILABLE
MITS,47358741,I0029003407,AVAILABLE
MITS,47358741,I0029003415,AVAILABLE
MITS,47675394,I0029049194,AVAILABLE
MITS,47675394,I0029094466,AVAILABLE
MITS,47675394,I0029094474,AVAILABLE
MITM,47676224,I0027095995,AVAILABLE
MITM,47764328,I0027148374,AVAILABLE
MITM,47764328,I0027148382,AVAILABLE
MITM,47792019,I0027140245,AVAILABLE
MITM,47829122,I0027031438,AVAILABLE
MITM,47829122,I0027037662,AVAILABLE
MITS,47829122,I0029016890,AVAILABLE
MITS,47829122,I0029021081,AVAILABLE
MITM,47938816,I0027191220,AVAILABLE
MITM,47938816,I0027191246,AVAILABLE
MITS,47938816,I0029079173,AVAILABLE
MITS,47938816,I0029079181,AVAILABLE
MITS,47938816,I0029079199,AVAILABLE
MITS,47938816,I0029079204,AVAILABLE
MITM,47939312,I0027024449,AVAILABLE
MITM,47939312,I0027029106,AVAILABLE
MITS,47939312,I0029013957,AVAILABLE
MITS,47939312,I0029013965,AVAILABLE
MITS,47939312,I0029013973,AVAILABLE
MITM,47940052,I0027094981,AVAILABLE
MITM,47940052,I0027095000,AVAILABLE
MITM,47945525,I0027111149,AVAILABLE
MITM,47981585,I0027099119,AVAILABLE
MITM,48003223,I0027249219,AVAILABLE
MITM,48003223,I0027249227,AVAILABLE
MITM,48017119,I0027118450,AVAILABLE
MITM,48017119,I0027118468,AVAILABLE
MITM,48025624,I0027059575,AVAILABLE
MITM,48025624,I0027059591,AVAILABLE
MITM,48038187,I0027161916,AVAILABLE
MITM,48038187,I0027161932,AVAILABLE
MITM,48038187,I0027161958,AVAILABLE
MITM,48038187,I0027161990,AVAILABLE
MITM,48044825,I0027098040,AVAILABLE
MITM,48044825,I0027098058,AVAILABLE
MITM,48045688,I0027099177,AVAILABLE
MITM,48065470,I0027246261,AVAILABLE
MITM,48065470,I0027246279,AVAILABLE
MITM,48065487,I0027236185,AVAILABLE
MITM,48065487,I0027263483,AVAILABLE
MITM,48065487,I0027263491,AVAILABLE
MITM,48065487,I0027263506,AVAILABLE
MITM,48073637,I0027084172,AVAILABLE
MITM,48074520,I0027127873,AVAILABLE
MITM,48100124,I0027059868,AVAILABLE
MITM,48100124,I0027059884,AVAILABLE
MITM,48129705,I0027076242,AVAILABLE
MITM,48131802,I0027116848,AVAILABLE
MITM,48131802,I0027116856,AVAILABLE
MITM,48170680,I0027136050,AVAILABLE
MITS,48223509,I0029002980,AVAILABLE
MITS,48265661,I0029034513,AVAILABLE
MITM,48429047,I0027125821,AVAILABLE
MITS,48429047,I0029031890,AVAILABLE
MITM,48454010,I0027084368,AVAILABLE
MITM,48460652,I0027243742,AVAILABLE
MITM,48474727,I0027127679,AVAILABLE
MITM,48489500,I0027099185,AVAILABLE
MITS,48673475,I0029061659,AVAILABLE
MITM,48680649,I0027192909,AVAILABLE
MITM,48783972,I0027114294,AVAILABLE
MITM,48810464,I0027118133,AVAILABLE
MITM,48810464,I0027118167,AVAILABLE
MITM,48871191,I0027110169,AVAILABLE
MITM,48871191,I0027110177,AVAILABLE
MITM,48903069,I0027074020,AVAILABLE
MITM,48943523,I0027037840,AVAILABLE
MITS,48971789,I0029002809,AVAILABLE
MITM,49043186,I0027102459,AVAILABLE
MITM,49043186,I0027115517,AVAILABLE
MITM,49206592,I0027020958,AVAILABLE
MITS,49216396,I0029032498,AVAILABLE
MITS,49216396,I0029032503,AVAILABLE
MITM,49225180,I0027077874,AVAILABLE
MITM,49225180,I0027078731,AVAILABLE
MITM,49226121,I0027035725,AVAILABLE
MITM,49285671,I0027069465,AVAILABLE
MITM,49316140,I0027202885,AVAILABLE
MITM,49316140,I0027202893,AVAILABLE
MITM,49326968,I0027113094,AVAILABLE
MITM,49326968,I0027113117,AVAILABLE
MITM,49495124,I0027087659,AVAILABLE
MITM,49495124,I0027087667,AVAILABLE
MITM,49519015,I0027064782,AVAILABLE
MITM,49519015,I0027064805,AVAILABLE
MITM,49566128,I0027247908,AVAILABLE
MITM,49640952,I0027042170,AVAILABLE
MITM,49640952,I0027042219,AVAILABLE
MITM,49664406,I0027115826,AVAILABLE
MITM,49672469,I0027258917,AVAILABLE
MITM,49672469,I0027269861,AVAILABLE
MITS,49672469,I0029093101,AVAILABLE
MITM,49686657,I0027273072,AVAILABLE
MITM,49704857,I0027086954,AVAILABLE
MITM,49779154,I0027045348,AVAILABLE
MITM,49779154,I0027097646,AVAILABLE
MITM,49779154,I0027097654,AVAILABLE
MITM,49779154,I0027097662,AVAILABLE
MITM,49779154,I0027097670,AVAILABLE
MITM,49779154,I0027097688,AVAILABLE
MITM,49779154,I0027097696,AVAILABLE
MITM,49779154,I0027097701,AVAILABLE
MITM,49779154,I0027097719,AVAILABLE
MITM,49779154,I0027097727,AVAILABLE
MITM,49779154,I0027097735,AVAILABLE
MITM,49779154,I0027097743,AVAILABLE
MITM,49779154,I0027097751,AVAILABLE
MITM,49779154,I0027097769,AVAILABLE
MITM,49779154,I0027097777,AVAILABLE
MITM,49779154,I0027097785,AVAILABLE
MITM,49779154,I0027097793,AVAILABLE
MITM,49779154,I0027097816,AVAILABLE
MITM,49779154,I0027097832,AVAILABLE
MITM,49779154,I0027097840,AVAILABLE
MITM,49779154,I0027097858,AVAILABLE
MITM,49779154,I0027097874,AVAILABLE
MITM,49779154,I0027097882,AVAILABLE
MITM,49779154,I0027097905,AVAILABLE
MITM,49779154,I0027097913,AVAILABLE
MITM,49779154,I0027097921,AVAILABLE
MITS,49779154,I0029014440,AVAILABLE
MITS,49779154,I0029024178,AVAILABLE
MITS,49779154,I0029045352,AVAILABLE
MITS,49779154,I0029045360,AVAILABLE
MITS,49779154,I0029045378,AVAILABLE
MITS,49779154,I0029050543,AVAILABLE
MITS,49779154,I0029050551,AVAILABLE
MITM,49782537,I0027063435,AVAILABLE
MITM,49782537,I0027063443,AVAILABLE
MITM,49782537,I0027063469,AVAILABLE
MITS,49795806,I0027172983,WITHDRAWN
MITM,49796585,I0027029114,AVAILABLE
MITM,49796585,I0027029122,AVAILABLE
MITM,49799132,I0027064821,AVAILABLE
MITM,49799132,I0027083964,AVAILABLE
MITM,49805592,I0027180407,AVAILABLE
MITM,49805592,I0027180423,AVAILABLE
MITM,49871759,I0027098668,AVAILABLE
MITM,49871759,I0027098676,AVAILABLE
MITM,49872675,I0027118523,AVAILABLE
MITM,49901910,I0027095026,AVAILABLE
MITM,49901910,I0027095034,AVAILABLE
MITM,49907582,I0027035296,AVAILABLE
MITM,49927446,I0027126322,AVAILABLE
MITM,49941442,I0027130070,AVAILABLE
MITM,49941442,I0027163421,AVAILABLE
MITM,49941442,I0027163439,AVAILABLE
MITM,49959416,I0027042120,LOST
MITM,49959416,I0027042691,AVAILABLE
MITS,49959416,I0029082061,AVAILABLE
MITS,49959416,I0029082079,AVAILABLE
MITM,49991551,I0027094428,AVAILABLE
MITM,49991551,I0027095652,AVAILABLE
MITM,50002259,I0027086962,AVAILABLE
MITM,50002259,I0027149605,AVAILABLE
MITS,50002259,I0029046811,AVAILABLE
MITS,50002259,I0029049306,AVAILABLE
MITS,50002259,I0029049314,AVAILABLE
MITS,50002259,I0029049322,AVAILABLE
MITS,50002259,I0029049330,AVAILABLE
MITS,50002259,I0029049348,AVAILABLE
MITM,50004386,I0027123138,AVAILABLE
MITM,50041576,I0027118939,AVAILABLE
MITM,50042735,I0027136042,AVAILABLE
MITM,50055725,I0027129605,AVAILABLE
MITM,50089964,I0027127483,AVAILABLE
MITM,50121793,I0027136262,AVAILABLE
MITM,50123473,I0027140732,AVAILABLE
MITM,50123473,I0027140740,AVAILABLE
MITM,50162623,I0027187514,AVAILABLE
MITM,50165181,I0027103887,AVAILABLE
MITM,50165181,I0027103950,AVAILABLE
MITM,50165181,I0027103984,AVAILABLE
MITM,50194578,I0027126576,AVAILABLE
MITM,50212593,I0027084229,AVAILABLE
MITM,50269540,I0027273674,AVAILABLE
MITM,50271621,I0027217490,AVAILABLE
MITM,50271621,I0027217505,AVAILABLE
MITM,50271621,I0027217513,AVAILABLE
MITM,50271621,I0027217521,AVAILABLE
MITM,50272235,I0027230008,AVAILABLE
MITM,50291109,I0027096933,AVAILABLE
MITM,50291109,I0027096941,AVAILABLE
MITM,50291109,I0027109396,AVAILABLE
MITM,50291203,I0027110800,AVAILABLE
MITM,50291203,I0027110818,AVAILABLE
MITM,50291203,I0027110826,AVAILABLE
MITM,50291203,I0027110834,AVAILABLE
MITM,50292267,I0027165960,AVAILABLE
MITM,50292267,I0027165978,AVAILABLE
MITM,50292267,I0027165986,AVAILABLE
MITS,50301640,I0029029631,AVAILABLE
MITM,50417309,I0027037638,AVAILABLE
MITM,50417309,I0027079680,AVAILABLE
MITM,50417309,I0027166615,AVAILABLE
MITM,50417309,I0027166623,AVAILABLE
MITM,50417309,I0027169867,AVAILABLE
MITM,50417309,I0027219963,AVAILABLE
MITS,50417309,I0029025946,AVAILABLE
MITS,50417309,I0029025996,AVAILABLE
MITS,50417309,I0029050470,AVAILABLE
MITS,50417309,I0029066188,AVAILABLE
MITS,50417309,I0029066201,AVAILABLE
MITS,50417309,I0029068423,AVAILABLE
MITM,50424140,I0027125677,AVAILABLE
MITM,50424140,I0027217458,AVAILABLE
MITM,50424140,I0027217466,AVAILABLE
MITM,50447806,I0027269879,AVAILABLE
MITM,50480147,I0027035385,AVAILABLE
MITM,50482003,I0027034795,AVAILABLE
MITM,50482003,I0027035636,AVAILABLE
MITM,50484192,I0027212199,AVAILABLE
MITM,50484192,I0027212204,AVAILABLE
MITS,50484192,I0029003017,AVAILABLE
MITS,50484192,I0029008407,AVAILABLE
MITM,50518607,I0027112682,AVAILABLE
MITM,50556467,I0027098529,AVAILABLE
