Item_Holding_Location,OCLC_Number,Item_Barcode,Item_Status_Current_Status
MITS,759156150,I0029076117,AVAILABLE
MITM,759164922,I0027219939,AVAILABLE
MITM,759164922,I0027219947,AVAILABLE
MITM,759164922,I0027219955,AVAILABLE
MITM,759490667,I0027273577,AVAILABLE
MITM,759576987,I0027260930,AVAILABLE
MITM,759576987,I0027260948,AVAILABLE
MITM,759908141,I0027249706,AVAILABLE
MITM,760068848,I0027232458I0027232458,AVAILABLE
MITS,760068848,I0029076159,AVAILABLE
MITM,760293959,I0027233640,AVAILABLE
MITM,760293959,I0027233658,AVAILABLE
MITM,760293959,I0027233674,AVAILABLE
MITM,760293959,I0027233682,AVAILABLE
MITM,760293959,I0027233690,AVAILABLE
MITM,760293959,I0027233705,LOST
MITM,760293959,I0027233747,AVAILABLE
MITM,760293959,I0027233755,AVAILABLE
MITS,760293959,I0029072888,AVAILABLE
MITS,760293959,I0029072896,AVAILABLE
MITS,760293959,I0029072901,AVAILABLE
MITS,760293959,I0029072919,AVAILABLE
MITS,760293959,I0029081374,AVAILABLE
MITM,760368126,I0027269170,AVAILABLE
MITM,760889516,I0027222160,AVAILABLE
MITM,760889516,I0027222178,AVAILABLE
MITM,760889516,I0027222186,AVAILABLE
MITM,760889516,I0027249081,AVAILABLE
MITM,760889516,I0027249099,AVAILABLE
MITM,760889516,I0027249104,AVAILABLE
MITS,761166715,I0029056866,AVAILABLE
MITS,761166715,I0029056874,AVAILABLE
MITS,761166715,I0029056882,AVAILABLE
MITM,761276437,I0027257157,AVAILABLE
MITM,761334758,I0027272733,AVAILABLE
MITM,761365169,I0027274028,AVAILABLE
MITM,761365169,I0027274036,AVAILABLE
MITS,761380083,I0027280778,AVAILABLE
MITM,761380083,I0027280833,AVAILABLE
MITM,761482198,I0027269073,AVAILABLE
MITS,761845615,I0029078258,WITHDRAWN
MITM,761929618,I0027243027,AVAILABLE
MITM,761929618,I0027243035,AVAILABLE
MITM,761929618,I0027243043,AVAILABLE
MITM,761929618,I0027243051,AVAILABLE
MITM,761929618,I0027243069,AVAILABLE
MITM,761929618,I0027243077,AVAILABLE
MITM,761929618,I0027243085,MISSING
MITM,761929618,I0027243108,AVAILABLE
MITM,761929618,I0027243116,AVAILABLE
MITM,761929618,I0027277644,LOST
MITM,761929618,I0027277652,AVAILABLE
MITS,761929618,I0029073787,AVAILABLE
MITS,761929618,I0029073795,AVAILABLE
MITS,761929618,I0029073800,AVAILABLE
MITS,761929618,I0029073818,AVAILABLE
MITM,761978119,I0027188861,AVAILABLE
MITM,761978119,I0027188879,AVAILABLE
MITM,761978119,I0027188887,AVAILABLE
MITM,762558984,I0027286041,AVAILABLE
MITM,762558984,I0027286059,AVAILABLE
MITM,762558984,I0027286067,AVAILABLE
MITM,762558984,I0027286075,AVAILABLE
MITS,762558984,I0029098583,AVAILABLE
MITS,762558984,I0029098591,AVAILABLE
MITS,762558984,I0029098606,AVAILABLE
MITS,762558984,I0029098614,AVAILABLE
MITS,763129504,I0029077171,AVAILABLE
MITM,764593530,I0027246986,AVAILABLE
MITM,764593530,I0027246994,AVAILABLE
MITS,765483514,I0029077202,AVAILABLE
MITM,765821428,I0027265079,AVAILABLE
MITM,765964206,I0027273153,AVAILABLE
MITM,767256543,I0027260011,AVAILABLE
MITM,767256543,I0027260029,AVAILABLE
MITS,767256543,I0029064982,AVAILABLE
MITS,767256543,I0029065001,AVAILABLE
MITM,767462247,I0027237115,AVAILABLE
MITM,767560793,I0027271567,AVAILABLE
MITM,767731010,I0027233153,AVAILABLE
MITM,767731010,I0027233161,AVAILABLE
MITM,767731010,I0027233179,AVAILABLE
MITM,767731010,I0027233187,AVAILABLE
MITS,767731010,I0029073240,AVAILABLE
MITS,767731010,I0029073258,AVAILABLE
MITM,767866573,I0027222487,AVAILABLE
MITM,767866573,I0027222495,AVAILABLE
MITM,767866573,I0027222518,AVAILABLE
MITM,767866573,I0027232694,AVAILABLE
MITS,767866573,I0029071599,AVAILABLE
MITS,767866573,I0029071727,AVAILABLE
MITS,767866573,I0029071735,AVAILABLE
MITS,767866573,I0029077121,AVAILABLE
MITM,768041915,I0027263734,AVAILABLE
MITM,768041915,I0027263742,AVAILABLE
MITM,768041915,I0027263750,AVAILABLE
MITM,768041915,I0027265794,AVAILABLE
MITM,768041915,I0027290024,AVAILABLE
MITS,768041915,I0029063554,AVAILABLE
MITS,768041915,I0029063562,AVAILABLE
MITS,768041915,I0029082697,AVAILABLE
MITS,768041915,I0029082702,AVAILABLE
MITS,768041915,I0029082710,AVAILABLE
MITS,768041915,I0029091379,AVAILABLE
MITS,768041915,I0029091387,AVAILABLE
MITS,768041915,I0029091395,AVAILABLE
MITM,768072268,I0027231397,AVAILABLE
MITM,768072268,I0027231402,AVAILABLE
MITS,768072268,I0029064186,AVAILABLE
MITM,768232014,I0027202699,AVAILABLE
MITM,768232014,I0027202712,AVAILABLE
MITS,768253567,I0029078389,AVAILABLE
MITM,768291222,I0027298307,AVAILABLE
MITM,768291222,I0027298315,AVAILABLE
MITM,768291222,I0027298323,AVAILABLE
MITS,768291222,I0029103663,AVAILABLE
MITS,768291222,I0029103671,AVAILABLE
MITS,768291222,I0029103689,AVAILABLE
MITS,768291222,I0029103697,AVAILABLE
MITM,768480373,I0027260053,AVAILABLE
MITM,768480373,I0027260061,AVAILABLE
MITM,768480373,I0027260079,AVAILABLE
MITM,768480373,I0027260087,AVAILABLE
MITM,768480373,I0027260095,AVAILABLE
MITM,768480373,I0027260100,AVAILABLE
MITM,768480373,I0027260118,AVAILABLE
MITM,768480373,I0027260126,AVAILABLE
MITM,768480373,I0027260134,AVAILABLE
MITM,768480373,I0027260142,AVAILABLE
MITS,768480373,I0029086146,AVAILABLE
MITS,768480373,I0029086154,AVAILABLE
MITS,768480373,I0029086162,AVAILABLE
MITS,768480373,I0029086170,AVAILABLE
MITS,768480373,I0029096939,AVAILABLE
MITS,768480373,I0029096947,AVAILABLE
MITM,768487979,I0027174692,AVAILABLE
MITM,768487979,I0027174707,AVAILABLE
MITM,768487979,I0027174723,AVAILABLE
MITM,768487979,I0027174757,AVAILABLE
MITS,768487979,I0029049178,AVAILABLE
MITS,768487979,I0029051565,AVAILABLE
MITM,768488162,I0027289675,AVAILABLE
MITS,768489569,I0029077082,AVAILABLE
MITM,768793152,I0027257880,AVAILABLE
MITM,768992859,I0027224976,AVAILABLE
MITM,768992859,I0027224984,AVAILABLE
MITM,768992859,I0027224992,AVAILABLE
MITM,768992859,I0027225003,AVAILABLE
MITS,768992859,I0029060289,AVAILABLE
MITS,768992859,I0029060297,AVAILABLE
MITM,768993345,I0027261075,AVAILABLE
MITM,768993345,I0027261083,AVAILABLE
MITS,769068071,2nd ed,IN_PROCESSING
MITM,769068071,I0027246106,AVAILABLE
MITM,769068071,I0027264421,AVAILABLE
MITS,769068071,I0029077294,AVAILABLE
MITS,769068071,I0029077309,WITHDRAWN
MITS,769068071,I0029085873,AVAILABLE
MITS,769068071,I0029086007,AVAILABLE
MITS,769068071,I0029091816,AVAILABLE
MITS,769068071,I0029091824,AVAILABLE
MITM,769141382,I0027265736,AVAILABLE
MITM,769141382,I0027265744,AVAILABLE
MITM,769141382,I0027265752,AVAILABLE
MITM,769141382,I0027272327,AVAILABLE
MITM,769141382,I0027272335,AVAILABLE
MITM,769141382,I0027279701,AVAILABLE
MITM,769141382,I0027284358,AVAILABLE
MITS,769141382,I0029091434,AVAILABLE
MITS,769141382,I0029091442,AVAILABLE
MITS,769141382,I0029091450,AVAILABLE
MITS,769141382,I0029091468,AVAILABLE
MITM,769471525,I0027248556,AVAILABLE
MITM,769921702,I0027286643,AVAILABLE
MITM,769990272,I0027259769,AVAILABLE
MITM,769991400,I0027257767,AVAILABLE
MITM,771957225,I0027277856,AVAILABLE
MITM,771957225,I0027277864,AVAILABLE
MITS,771957225,I0029062914,AVAILABLE
MITS,771957225,I0029062922,AVAILABLE
MITM,772139161,I0027238111,AVAILABLE
MITM,772139161,I0027238145,AVAILABLE
MITM,772139161,I0027238161,AVAILABLE
MITM,772139161,I0027238187,AVAILABLE
MITM,772139161,I0027238195,AVAILABLE
MITM,772139161,I0027239989,AVAILABLE
MITS,772139161,I0029064681,AVAILABLE
MITS,772139161,I0029064699,AVAILABLE
MITS,772139161,I0029064712,AVAILABLE
MITS,772139161,I0029083897,AVAILABLE
MITM,772422846,I0027245605,AVAILABLE
MITM,772422846,I0027245613,AVAILABLE
MITM,772422846,I0027245647,AVAILABLE
MITM,772422846,I0027245655,AVAILABLE
MITS,772422846,I0029076515,AVAILABLE
MITS,772422846,I0029076523,AVAILABLE
MITS,772422846,I0029076531,AVAILABLE
MITM,772450055,I0027269578,AVAILABLE
MITM,772450055,I0027269586,AVAILABLE
MITM,772470373,I0027229366,AVAILABLE
MITM,772470373,I0027229374,AVAILABLE
MITM,772470373,I0027229447,AVAILABLE
MITM,772470373,I0027229463,AVAILABLE
MITS,772470373,I0029071167,AVAILABLE
MITS,772470373,I0029071175,AVAILABLE
MITS,772470373,I0029082493,AVAILABLE
MITS,772470373,I0029082516,AVAILABLE
MITS,772470373,I0029082524,AVAILABLE
MITS,772470373,I0029082532,AVAILABLE
MITM,772545508,I0027289659,AVAILABLE
MITM,772793008,I0027188316,AVAILABLE
MITM,772906880,I0027238501,AVAILABLE
MITM,772906880,I0027238519,AVAILABLE
MITM,772906880,I0027238527,AVAILABLE
MITM,772906880,I0027238535,AVAILABLE
MITM,772906880,I0027238543,AVAILABLE
MITM,772906880,I0027238551,AVAILABLE
MITM,772906880,I0027238569,AVAILABLE
MITM,772906880,I0027238577,AVAILABLE
MITM,772906880,I0027238585,AVAILABLE
MITS,772906880,I0029064869,AVAILABLE
MITS,772906880,I0029064877,AVAILABLE
MITS,772906880,I0029064885,AVAILABLE
MITS,772906880,I0029064893,AVAILABLE
MITS,772906880,I0029096955,AVAILABLE
MITS,772906880,I0029096963,AVAILABLE
MITS,772967841,I0029078305,AVAILABLE
MITM,773026403,I0027242877,AVAILABLE
MITM,773026403,I0027242885,AVAILABLE
MITM,773026403,I0027242893,AVAILABLE
MITM,773026403,I0027242908,AVAILABLE
MITS,773026403,I0029082370,AVAILABLE
MITS,773026403,I0029082388,AVAILABLE
MITM,773064631,I0027237050,AVAILABLE
MITM,773177196,I0027193002,AVAILABLE
MITM,773180647,I0027203946,AVAILABLE
MITM,773641059,I0027237806,AVAILABLE
MITM,774062097,I0027258404,AVAILABLE
MITM,774062097,I0027258412,AVAILABLE
MITS,774062097,I0029092870,AVAILABLE
MITM,774062850,I0027269992,AVAILABLE
MITM,774062850,I0027270008,AVAILABLE
MITS,774062850,I0029092935,AVAILABLE
MITM,774390950,I0027236868,AVAILABLE
MITM,774409017,I0027114278,AVAILABLE
MITM,774637417,I0027274078,AVAILABLE
MITM,774637417,I0027274086,AVAILABLE
MITM,774697228,I0027271428,AVAILABLE
MITM,774919350,I0027235228,AVAILABLE
MITM,774919350,I0027235236,AVAILABLE
MITM,774919350,I0027235244,AVAILABLE
MITM,774919350,I0027235252,AVAILABLE
MITS,774919350,I0029078038,AVAILABLE
MITS,774919350,I0029078046,AVAILABLE
MITS,774919350,I0029078054,AVAILABLE
MITS,774919350,I0029078062,AVAILABLE
MITM,775028631,I0027275553,AVAILABLE
MITM,775296994,I0027292084,AVAILABLE
MITS,775657705,I0029093208,AVAILABLE
MITS,775657705,I0029093216,AVAILABLE
MITM,775993841,I0027077230,AVAILABLE
MITM,776090058,I0027272945,AVAILABLE
MITM,776090058,I0027272953,AVAILABLE
MITM,776450407,I0027226229,AVAILABLE
MITS,776450407,I0029060425,AVAILABLE
MITS,776450407,I0029060433,AVAILABLE
MITS,776539188,I0029071036,AVAILABLE
MITM,776703068,I0027273307,AVAILABLE
MITM,776703068,I0027273315,AVAILABLE
MITM,776908694,I0027144346,AVAILABLE
MITM,776908694,I0027144354,AVAILABLE
MITM,777019982,I0027270456,AVAILABLE
MITM,777019982,I0027270464,AVAILABLE
MITM,777019982,I0027270472,AVAILABLE
MITS,777019982,I0027270498,WITHDRAWN
MITM,777270250,I0027270587,AVAILABLE
MITM,777270250,I0027270595,AVAILABLE
MITM,777270250,I0027270600,AVAILABLE
MITM,777270250,I0027270618,AVAILABLE
MITS,777270250,I0029095535,AVAILABLE
MITS,777270250,I0029095543,AVAILABLE
MITS,777270250,I0029095551,AVAILABLE
MITS,777270250,I0029095569,AVAILABLE
MITS,777325484,I0029091832,AVAILABLE
MITM,777413822,I0027256363,AVAILABLE
MITM,777413822,I0027256402,AVAILABLE
MITM,777413822,I0027256436,AVAILABLE
MITM,777413822,I0027283873,AVAILABLE
MITS,777413822,I0029079351,AVAILABLE
MITS,777413822,I0029079408,AVAILABLE
MITS,777413822,I0029079416,AVAILABLE
MITS,777413822,I0029079424,AVAILABLE
MITS,777413822,I0029079432,AVAILABLE
MITS,777413822,I0029079466,AVAILABLE
MITS,777413822,I0029081934,AVAILABLE
MITS,777413822,I0029089851,AVAILABLE
MITS,777413822,I0029089869,AVAILABLE
MITS,777413822,I0029089877,AVAILABLE
MITS,777413822,I0029089885,AVAILABLE
MITS,777462440,I0029082469,AVAILABLE
MITS,777462440,I0029082477,AVAILABLE
MITM,777475417,I0027245786,AVAILABLE
MITM,777475417,I0027245794,AVAILABLE
MITS,777475417,I0029076882,AVAILABLE
MITS,777475417,I0029096002,AVAILABLE
MITM,778420930,I0027269293,AVAILABLE
MITM,778420938,I0027266821,AVAILABLE
MITM,778420944,I0027269308,AVAILABLE
MITM,778420958,I0027236745,AVAILABLE
MITM,778700010,I0027202974,AVAILABLE
MITM,779010373,I0027156822,AVAILABLE
MITM,779010373,I0027156830,AVAILABLE
MITM,779010373,I0027156856,AVAILABLE
MITM,779010373,I0027156864,LOST
MITM,779158005,I0027021742,AVAILABLE
MITM,779158005,I0027031608,AVAILABLE
MITM,779158420,I0027236232,AVAILABLE
MITM,779244962,I0027268556,AVAILABLE
MITM,779244962,I0027268564,AVAILABLE
MITM,779244962,I0027268572,AVAILABLE
MITM,779244962,I0027268580,AVAILABLE
MITS,779244962,I0029092618,AVAILABLE
MITS,779244962,I0029092626,AVAILABLE
MITS,779244962,I0029092634,AVAILABLE
MITS,779244962,I0029092642,AVAILABLE
MITM,779529809,I0027246180,AVAILABLE
MITM,779529809,I0027246198,AVAILABLE
MITM,779529809,I0027246203,AVAILABLE
MITM,779529809,I0027246211,AVAILABLE
MITM,779529809,I0027246229,AVAILABLE
MITM,779529809,I0027246237,AVAILABLE
MITM,779529809,I0027246245,AVAILABLE
MITM,779529809,I0027246253,AVAILABLE
MITS,779529809,I0029076638,AVAILABLE
MITS,779529809,I0029076654,AVAILABLE
MITS,779529809,I0029076662,AVAILABLE
MITM,779581318,I0027244138,AVAILABLE
MITM,779581318,I0027276648,AVAILABLE
MITM,779604909,I0027242796,AVAILABLE
MITM,779604909,I0027242843,AVAILABLE
MITM,779604909,I0027242869,AVAILABLE
MITS,779604909,I0029073680,AVAILABLE
MITS,779604909,I0029073698,AVAILABLE
MITS,779604909,I0029073703,AVAILABLE
MITS,779604909,I0029073711,AVAILABLE
MITS,779604909,I0029096248,AVAILABLE
MITM,779657022,I0027223598,AVAILABLE
MITM,779777851,I0027249439,AVAILABLE
MITM,779777851,I0027249447,AVAILABLE
MITM,779777851,I0027249455,AVAILABLE
MITM,779777851,I0027249463,AVAILABLE
MITM,779777851,I0027249471,AVAILABLE
MITM,779777851,I0027249489,AVAILABLE
MITM,779777851,I0027249497,AVAILABLE
MITM,779777851,I0027249502,AVAILABLE
MITM,779829947,I0027261685,AVAILABLE
MITM,779829947,I0027261693,AVAILABLE
MITM,779829947,I0027261716,AVAILABLE
MITM,779829947,I0027261724,AVAILABLE
MITM,779829947,I0027261758,AVAILABLE
MITM,779829947,I0027261766,AVAILABLE
MITS,779829947,I0029087134,AVAILABLE
MITS,779829947,I0029087142,AVAILABLE
MITS,779829947,I0029087150,AVAILABLE
MITS,779829947,I0029087168,AVAILABLE
MITS,779829947,I0029096256,AVAILABLE
MITS,779829947,I0029096264,AVAILABLE
MITM,779830425,I0027264154,AVAILABLE
MITM,779830425,I0027264162,AVAILABLE
MITM,779830425,I0027268417,AVAILABLE
MITM,779830425,I0027277775,AVAILABLE
MITM,779830425,I0027277783,AVAILABLE
MITM,779830425,I0027277791,AVAILABLE
MITS,779830425,I0029080093,AVAILABLE
MITS,779830425,I0029081293,AVAILABLE
MITS,779830425,I0029081308,AVAILABLE
MITS,779830425,I0029081316,AVAILABLE
MITS,779830425,I0029090462,AVAILABLE
MITS,779830425,I0029090470,AVAILABLE
MITS,779830425,I0029090488,AVAILABLE
MITS,779830425,I0029090496,AVAILABLE
MITM,779861014,I0027242649,AVAILABLE
MITM,779861014,I0027242665,AVAILABLE
MITM,779861014,I0027242681,AVAILABLE
MITM,779861014,I0027242720,AVAILABLE
MITS,779861014,I0029073648,AVAILABLE
MITS,779861014,I0029073656,AVAILABLE
MITS,779861014,I0029073672,AVAILABLE
MITS,779861014,I0029082087,AVAILABLE
MITS,779861014,I0029082095,AVAILABLE
MITS,779861014,I0029082100,AVAILABLE
MITM,779863403,I0027239620,AVAILABLE
MITM,779863403,I0027239638,AVAILABLE
MITS,779863403,I0029078240,AVAILABLE
MITS,779863403,I0029086780,AVAILABLE
MITS,779863403,I0029086829,AVAILABLE
MITM,779864094,I0027257741,AVAILABLE
MITM,779877185,I0027244188,AVAILABLE
MITM,779877185,I0027244196,ON_LOAN
MITM,779877185,I0027244201,AVAILABLE
MITM,779877185,I0027244219,AVAILABLE
MITS,779877185,I0029063805,AVAILABLE
MITS,779877185,I0029063821,AVAILABLE
MITM,779877189,I0027244227,ON_LOAN
MITM,779877189,I0027244235,AVAILABLE
MITM,779877189,I0027244243,AVAILABLE
MITM,779877189,I0027244251,AVAILABLE
MITS,779877189,I0029064136,AVAILABLE
MITS,779877189,I0029064144,AVAILABLE
MITM,779993745,I0027239646,AVAILABLE
MITM,779993745,I0027239654,AVAILABLE
MITS,779993745,I0029086756,AVAILABLE
MITS,779993745,I0029086764,AVAILABLE
MITM,779993746,I0027241960,AVAILABLE
MITM,779993746,I0027241978,AVAILABLE
MITM,779993746,I0027241986,AVAILABLE
MITM,779993746,I0027241994,AVAILABLE
MITS,779993746,I0029073266,AVAILABLE
MITS,779993746,I0029073274,AVAILABLE
MITS,779993746,I0029073282,AVAILABLE
MITM,780063789,I0027259523,AVAILABLE
MITM,780063789,I0027259531,AVAILABLE
MITM,780063900,I0027258878,AVAILABLE
MITM,780100102,I0027235927,AVAILABLE
MITM,780100102,I0027235935,AVAILABLE
MITM,780100102,I0027235943,AVAILABLE
MITM,780100102,I0027235969,AVAILABLE
MITM,780100102,I0027235977,AVAILABLE
MITM,780100102,I0027243815,AVAILABLE
MITM,780100102,I0027243823,AVAILABLE
MITM,780100102,I0027264683,AVAILABLE
MITM,780100102,I0027264691,AVAILABLE
MITS,780100102,I0029072723,AVAILABLE
MITS,780100102,I0029072731,AVAILABLE
MITS,780100102,I0029072749,AVAILABLE
MITS,780100102,I0029072757,AVAILABLE
MITS,780100102,I0029072765,AVAILABLE
MITS,780100102,I0029085158,AVAILABLE
MITM,780101148,I0027227144,AVAILABLE
MITM,780101148,I0027227160,AVAILABLE
MITS,780101148,I0029060687,AVAILABLE
MITS,780101148,I0029060695,AVAILABLE
MITS,780101148,I0029060700,AVAILABLE
MITM,780104593,I0027237644,AVAILABLE
MITM,780104593,I0027237652,AVAILABLE
MITM,780104593,I0027237660,AVAILABLE
MITM,780104593,I0027237678,AVAILABLE
MITM,780104593,I0027248849,AVAILABLE
MITM,780104593,I0027248857,AVAILABLE
MITM,780104593,I0027248865,AVAILABLE
MITM,780104593,I0027248873,AVAILABLE
MITM,780104593,I0027248881,AVAILABLE
MITM,780104593,I0027248899,AVAILABLE
MITM,780104593,I0027248904,AVAILABLE
MITS,780104593,I0029063481,AVAILABLE
MITS,780104593,I0029063499,AVAILABLE
MITS,780104593,I0029064429,AVAILABLE
MITS,780104593,I0029064437,AVAILABLE
MITS,780104593,I0029080051,AVAILABLE
MITS,780104593,I0029095014,MISSING
MITS,780104593,I0029095022,AVAILABLE
MITS,780104593,I0029095030,AVAILABLE
MITM,780356229,I0027239450,AVAILABLE
MITM,780356229,I0027239468,AVAILABLE
MITS,780356229,I0029064908,AVAILABLE
MITS,780356229,I0029064916,AVAILABLE
MITS,780449907,I0029071052,AVAILABLE
MITS,780449907,I0029071060,AVAILABLE
MITM,780524061,I0027248970,AVAILABLE
MITM,781143545,I0027261059,AVAILABLE
MITM,781143545,I0027261067,AVAILABLE
MITM,781497062,I0027289489,AVAILABLE
MITM,781559020,I0027271363,AVAILABLE
MITM,781559572,I0027290016,AVAILABLE
MITM,781559572,I0027290032,AVAILABLE
MITM,781559572,I0027290058,AVAILABLE
MITM,781559572,I0027290066,AVAILABLE
MITS,781574771,I0029064607,AVAILABLE
MITS,781574771,I0029064615,AVAILABLE
MITM,781576396,I0027239492,AVAILABLE
MITM,781576396,I0027239507,AVAILABLE
MITS,781587725,I0029070527,AVAILABLE
MITS,781598169,I0029048928,AVAILABLE
MITM,781660239,I0027291517,AVAILABLE
MITM,781670089,I0027236672,AVAILABLE
MITM,781670796,I0027209340,AVAILABLE
MITM,781681312,I0027280346,AVAILABLE
MITM,781681312,I0027280354,AVAILABLE
MITM,781681312,I0027280362,AVAILABLE
MITM,781681312,I0027280370,AVAILABLE
MITS,781681312,I0029093541,AVAILABLE
MITS,781681312,I0029093559,AVAILABLE
MITS,781681312,I0029093567,AVAILABLE
MITS,781681312,I0029093575,AVAILABLE
MITS,781681312,I0029102162,AVAILABLE
MITM,781682706,I0027238739,AVAILABLE
MITM,781689439,I0027298666,AVAILABLE
MITS,781776997,I0029064005,AVAILABLE
MITM,781854035,I0027245037,AVAILABLE
MITM,781854035,I0027245045,AVAILABLE
MITM,781854035,I0027245053,AVAILABLE
MITM,781854035,I0027245061,MISSING
MITM,781854035,I0027245079,AVAILABLE
MITM,781854035,I0027245087,AVAILABLE
MITM,781854035,I0027245095,AVAILABLE
MITM,781854035,I0027264714,AVAILABLE
MITM,781854035,I0027264722,AVAILABLE
MITM,781854035,I0027274939,AVAILABLE
MITM,781854035,I0027277571,AVAILABLE
MITM,781854035,I0027277589,AVAILABLE
MITM,781854035,I0027277597,AVAILABLE
MITM,781854035,I0027277602,CLAIMED_NEVER_HAD
MITM,781854035,I0027277610,AVAILABLE
MITS,781854035,I0029076010,AVAILABLE
MITS,781854035,I0029076078,AVAILABLE
MITS,781854035,I0029076086,AVAILABLE
MITS,781854035,I0029080069,AVAILABLE
MITS,781854035,I0029081201,AVAILABLE
MITS,781854035,I0029081219,AVAILABLE
MITS,781854035,I0029086942,AVAILABLE
MITS,781854035,I0029086950,AVAILABLE
MITM,781879267,I0027239175,AVAILABLE
MITM,781879267,I0027239183,AVAILABLE
MITM,781879267,I0027239206,AVAILABLE
MITM,781879267,I0027239230,AVAILABLE
MITM,781879267,I0027239248,AVAILABLE
MITM,781879267,I0027239256,AVAILABLE
MITS,782128097,I0029078363,AVAILABLE
MITM,782204676,I0027248988,AVAILABLE
MITM,782204676,I0027248996,AVAILABLE
MITS,782204676,I0029063431,AVAILABLE
MITS,782204676,I0029063449,AVAILABLE
MITS,782204676,I0029085996,AVAILABLE
MITS,783126141,I0029047540,AVAILABLE
MITM,783142274,I0027289900,AVAILABLE
MITM,783142274,I0027290804,AVAILABLE
MITS,783142274,I0029101661,AVAILABLE
MITM,783167637,I0027267055,AVAILABLE
MITS,783167637,I0029092040,AVAILABLE
MITM,783298355,I0027267322,AVAILABLE
MITM,783298355,I0027267330,AVAILABLE
MITS,783298355,I0029092139,AVAILABLE
MITM,783519068,I0027032701,AVAILABLE
MITM,783519068,I0027266499,AVAILABLE
MITS,783519068,I0029091557,AVAILABLE
MITM,784172000,I0027247330,AVAILABLE
MITS,785041501,I0029109130,AVAILABLE
MITS,785067273,I0029106899,AVAILABLE
MITM,785809598,I0027279785,AVAILABLE
MITM,785809598,I0027279793,AVAILABLE
MITS,785809598,I0027279808,WITHDRAWN
MITM,785852076,I0027286635,AVAILABLE
MITM,785957565,I0027272636,AVAILABLE
MITM,785957565,I0027272644,AVAILABLE
MITM,785984201,I0027266732,AVAILABLE
MITM,786047945,I0027273789,AVAILABLE
MITS,786047945,I0029063384,WITHDRAWN
MITM,786281315,I0027174480,AVAILABLE
MITM,786281315,I0027174503,AVAILABLE
MITM,786281315,I0027174529,AVAILABLE
MITM,786281315,I0027174537,AVAILABLE
MITM,786304572,I0027259418,AVAILABLE
MITM,786304572,I0027259426,AVAILABLE
MITM,786411273,I0027253268,AVAILABLE
MITM,786606531,I0027253250,AVAILABLE
MITM,787732685,I0027223132,AVAILABLE
MITM,787732685,I0027223140,AVAILABLE
MITS,787732685,I0029064110,AVAILABLE
MITM,788247460,I0027285118,AVAILABLE
MITM,788247460,I0027285582,AVAILABLE
MITM,788247460,I0027285590,AVAILABLE
MITM,788247460,I0027285605,AVAILABLE
MITS,788247460,I0029098101,AVAILABLE
MITS,788247460,I0029098119,AVAILABLE
MITS,788247460,I0029098127,AVAILABLE
MITS,788247460,I0029098135,AVAILABLE
MITM,790186801,I0027193400,AVAILABLE
MITM,790186801,I0027193418,AVAILABLE
MITM,790186801,I0027193426,AVAILABLE
MITM,790980738,I0027221130,AVAILABLE
MITM,790980738,I0027221148,AVAILABLE
MITM,791681548,I0027269405,AVAILABLE
MITM,791681761,I0027268938,AVAILABLE
MITM,791681761,I0027268946,AVAILABLE
MITM,792742022,I0027241782,AVAILABLE
MITM,792742022,I0027241805,AVAILABLE
MITM,792742022,I0027241821,AVAILABLE
MITM,792742022,I0027241839,AVAILABLE
MITM,792742022,I0027241855,AVAILABLE
MITM,792742022,I0027241871,AVAILABLE
MITS,792742022,I0029073101,AVAILABLE
MITS,792742022,I0029073119,AVAILABLE
MITS,792742022,I0029073127,AVAILABLE
MITS,792742022,I0029073135,AVAILABLE
MITS,792742022,I0029073143,AVAILABLE
MITS,792742022,I0029073151,AVAILABLE
MITM,792888715,I0027245998,AVAILABLE
MITM,792888715,I0027246009,AVAILABLE
MITM,793166956,I0027261203,AVAILABLE
MITM,793166956,I0027261211,AVAILABLE
MITM,793383645,I0027312541,AVAILABLE
MITM,793571978,I0027265516,AVAILABLE
MITM,793586590,I0027248441,AVAILABLE
MITM,793586590,I0027248467,AVAILABLE
MITM,793586590,I0027248483,AVAILABLE
MITM,793586590,I0027248491,AVAILABLE
MITS,793586590,I0029083384,AVAILABLE
MITS,793586590,I0029083392,AVAILABLE
MITM,793689000,I0027265540,AVAILABLE
MITM,794037013,I0027291240,AVAILABLE
MITM,794042613,I0027239727,AVAILABLE
MITM,794042613,I0027239735,AVAILABLE
MITS,794042613,I0029086201,AVAILABLE
MITS,794042613,I0029086219,AVAILABLE
MITS,794042613,I0029086227,AVAILABLE
MITS,794042613,I0029086235,AVAILABLE
MITS,794042613,I0029097074,AVAILABLE
MITM,794177138,I0027267089,AVAILABLE
MITM,794256967,I0027236737,AVAILABLE
MITM,794295710,I0027247924,AVAILABLE
MITM,794496313,I0027229497,AVAILABLE
MITM,794496313,I0027229502,AVAILABLE
MITM,794496313,I0027229528,AVAILABLE
MITM,794496313,I0027233014,AVAILABLE
MITS,794496313,I0029073410,AVAILABLE
MITS,794496313,I0029073428,AVAILABLE
MITS,794496313,I0029073444,AVAILABLE
MITS,794496313,I0029074204,AVAILABLE
MITS,794496313,I0029077383,AVAILABLE
MITS,794496313,I0029096311,AVAILABLE
MITS,794496313,I0029096329,AVAILABLE
MITS,794496313,I0029096337,AVAILABLE
MITS,794496313,I0029096345,AVAILABLE
MITS,794496313,I0029096353,AVAILABLE
